nome;preço;ano;quilometragem;cidade;estado;marca
Peugeot 207 1.4 Xr Flex 3p;20990.0;2013;163.000 Km;São Paulo Zona Sul ; São Paulo;Peugeot
Fiat Stilo 1.8 8v Sp Ii Flex 5p;19900.0;2007;200.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Fiat Palio 1.0 Fire Economy Flex 3p;23500.0;2011;85.498 Km;São Paulo Zona Leste ; São Paulo;Fiat
Renault Clio Clio 1.0 16v (flex) 4p;19900.0;2011;151.935 Km;São Paulo Zona Sul ; São Paulo;Renault
Chevrolet Classic Classic Spirit 1.0 (flex);19900.0;2005;154.000 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Citroën C4 2.0 Exclusive Flex Aut. 5p;19000.0;2010;148.000 Km;São Paulo Zona Oeste ; São Paulo;Citroën
Fiat Siena Fire Flex;17900.0;2008;209.184 Km;São Paulo Zona Norte ; São Paulo;Fiat
Chevrolet Prisma Prisma Maxx 1.4 (flex);23900.0;2009;126.000 Km;São Paulo Zona Norte ; São Paulo;Chevrolet
Fiat Mille 1.0 Fire Economy Flex 3p;23000.0;2010;180.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Fiat Palio 1.0 Elx 5p;24000.0;2004;140.302 Km;São Paulo Zona Leste ; São Paulo;Fiat
Fiat Siena 1.0 Fire Celebration Flex 4p;18900.0;2007;209.000 Km;Guarulhos ; São Paulo;Fiat
Fiat Siena 1.0 Fire Flex 4p;22900.0;2009;167.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Renault Logan 1.0 16v Expression Hi-flex 4p;17000.0;2013;300.500 Km;Rio Grande da Serra ; São Paulo;Renault
Fiat Palio 1.0 Fire Flex 5p;21000.0;2007;217.062 Km;Matão ; São Paulo;Fiat
Chevrolet Corsa Wagon 1.6 Gl 5p;22000.0;1998;100.000 Km;Americana ; São Paulo;Chevrolet
Fiat Palio 1.0 Fire Flex 5p;21900.0;2008;124.720 Km;Ribeirão Pires ; São Paulo;Fiat
Citroën C4 1.6 Glx Flex 5p;24900.0;2011;114.000 Km;São Paulo Zona Oeste ; São Paulo;Citroën
Fiat Palio Palio 1.0 Economy Fire Flex 8v 2p;23900.0;2013;112.000 Km;São Paulo Zona Norte ; São Paulo;Fiat
Volkswagen Gol 1.0 2p;15500.0;2000;193.000 Km;São Paulo Zona Norte ; São Paulo;Volkswagen
Chevrolet Meriva 1.8 Joy Flex Power 5p;21500.0;2008;160.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Peugeot 207 Sw Xr 1.4;18900.0;2010;125.928 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Volkswagen Voyage 1.0 Vht Total Flex 4p;23900.0;2009;152.758 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Volkswagen Gol 1.0 Special 2p;14500.0;1999;292.000 Km;São Paulo Zona Norte ; São Paulo;Volkswagen
Chevrolet Meriva 1.8 Maxx Flex Power 5p;23900.0;2007;166.700 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Chevrolet Vectra 2.2 Milenium 4p;15000.0;2001;239.082 Km;São Paulo Zona Oeste ; São Paulo;Chevrolet
Fiat Idea 1.4 Elx Flex 5p;20000.0;2007;172.824 Km;São Paulo Zona Leste ; São Paulo;Fiat
Chevrolet Agile 1.4 Lt 5p;24900.0;2010;209.000 Km;Jacareí ; São Paulo;Chevrolet
Ford Ranger 4.0 Xlt Super Cab. 4x4 4p 162 Hp;23900.0;1999;217.852 Km;São Paulo Zona Norte ; São Paulo;Ford
Fiat Siena 1.0 Elx Flex 4p;19900.0;2006;154.600 Km;São Bernardo do Campo ; São Paulo;Fiat
Chevrolet Corsa Sedan 1.4 Premium Econoflex 4p;17500.0;2008;225.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Ford Ka 1.0 Flex 3p;21490.0;2010;114.000 Km;São Paulo Zona Sul ; São Paulo;Ford
Citroën C3 1.6 16v Exclusive Flex 5p;17200.0;2009;113.085 Km;Mogi das Cruzes ; São Paulo;Citroën
Ford Fiesta Sedan 1.6 Fly Flex 4p;21900.0;2008;212.000 Km;Osasco ; São Paulo;Ford
Chevrolet Zafira 2.0 8v Aut. 5p;23900.0;2004;168.000 Km;São Paulo Zona Norte ; São Paulo;Chevrolet
Ford Fiesta 1.0 Rocam S Flex 5p;25000.0;2014;154.000 Km;São Paulo Zona Sul ; São Paulo;Ford
Chevrolet Corsa 1.4 Maxx Econoflex 5p;23900.0;2010;174.000 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Chevrolet Celta 1.0 Spirit Flex Power 3p;19900.0;2008;210.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Fiat Mille 1.0 Fire Economy Flex 3p;23900.0;2008;152.315 Km;Osasco ; São Paulo;Fiat
Renault Logan 1.0 16v Authentique Hi-flex 4p;23000.0;2011;170.000 Km;Osasco ; São Paulo;Renault
Toyota Corolla 1.8 16v Xei Aut. 4p;21900.0;2001;208.000 Km;São Paulo Zona Norte ; São Paulo;Toyota
Fiat Palio 1.0 Fire Flex 3p;22900.0;2016;22.900 Km;Guarulhos ; São Paulo;Fiat
Fiat Palio 1.0 Fire Economy Flex 5p;25000.0;2010;97.600 Km;Carapicuíba ; São Paulo;Fiat
Fiat Idea 1.4 Elx Flex 5p;21500.0;2007;141.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Volkswagen Gol 1.0 City Total Flex 5p;18200.0;2006;172.000 Km;São Paulo Zona Sul ; São Paulo;Volkswagen
Citroën C3 1.4 I Exclusive 8v Flex 4p Manual;23900.0;2009;229.000 Km;São Paulo Centro ; São Paulo;Citroën
Fiat Palio 1.4 Elx Flex 5p;23500.0;2007;140.000 Km;São Paulo Zona Oeste ; São Paulo;Fiat
Chevrolet Celta 1.0 Ls Flex Power 3p;24990.0;2012;85.000 Km;Santo André ; São Paulo;Chevrolet
Chevrolet Celta 1.0 Life Flex Power 3p;21000.0;2011;98.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Chevrolet Celta 1.0 Life Flex Power 3p;19790.0;2009;139.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Volkswagen Gol Gol 1.0 Giv;22900.0;2010;150.000 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Volkswagen Gol 1.0 Mi 8v;23900.0;2013;85.000 Km;Santo André ; São Paulo;Volkswagen
Chevrolet Celta 1.0 Ls Flex Power 3p;23900.0;2012;155.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Ford Ka 1.0 Flex 3p;24900.0;2012;120.000 Km;São Paulo Zona Leste ; São Paulo;Ford
Volkswagen Fox 1.0 Vht Total Flex 5p;24990.0;2009;151.143 Km;Santo André ; São Paulo;Volkswagen
Chevrolet Corsa 1.0 Joy Flex Power 5p;23990.0;2009;120.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Ford Ka 1.0 Flex 3p;24990.0;2013;92.847 Km;São Paulo Zona Leste ; São Paulo;Ford
Fiat Palio 1.0 Fire Economy Flex 3p;22999.0;2012;148.000 Km;São Paulo Zona Sul ; São Paulo;Fiat
Peugeot 207 Undefined;17900.0;2012;144.418 Km;São Paulo Zona Norte ; São Paulo;Peugeot
Peugeot 207 1.4 Xr Flex 5p;22990.0;2012;139.000 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Chevrolet Celta 1.0 Life Flex Power 3p;19990.0;2010;95.500 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Fiat Uno Mille Uno Mille 1.0 2p;19990.0;2010;140.000 Km;São Paulo Zona Sul ; São Paulo;Fiat
Fiat Palio 1.0 Fire Economy Flex 5p;24900.0;2014;198.698 Km;São Paulo Zona Sul ; São Paulo;Fiat
Volkswagen Fox 1.0 Vht Total Flex 3p;22900.0;2010;222.000 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Ford Ka 1.0 Flex 3p;16990.0;2009;141.000 Km;São Paulo Zona Leste ; São Paulo;Ford
Chevrolet Celta 1.0 Life Flex Power 3p 70 Hp;19900.0;2009;260.300 Km;São Paulo Zona Norte ; São Paulo;Chevrolet
Chevrolet Corsa Sedan 1.6 Classic 4p;18900.0;2003;220.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Ford Ka 1.0 8v;23900.0;2011;77.000 Km;São Paulo Zona Leste ; São Paulo;Ford
Chevrolet Celta 1.0 Spirit Flex Power 5p;24900.0;2009;104.650 Km;Diadema ; São Paulo;Chevrolet
Chevrolet Celta 1.0 Life Flex Power 3p;16800.0;2009;295.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Fiat Palio 1.0 Fire Celebration Flex 3p;17900.0;2008;300.000 Km;São Paulo Zona Norte ; São Paulo;Fiat
Fiat Palio 1.0 Mpi Weekend Elx 16v;14990.0;2002;231.000 Km;São Caetano do Sul ; São Paulo;Fiat
Chevrolet Corsa 1.0 Wind 3p;10910.0;2001;221.000 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Chevrolet Classic 1.0 Ls Flex Power 4p;24900.0;2012;133.500 Km;São Paulo Zona Oeste ; São Paulo;Chevrolet
Fiat Uno Mille Uno Mille;19900.0;2009;220.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Fiat Palio 1.0 Fire Economy Flex 3p;20900.0;2010;120.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Chevrolet Astra Sedan 2.0 Comfort Flex Power 4p;23900.0;2006;198.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Fiat Marea 2.4 Mpi Elx 20v Gasolina 4p Manual;15900.0;2002;238.088 Km;São Paulo Centro ; São Paulo;Fiat
Fiat Palio 1.0 Mpi Fire 8v Flex 2p Manual;19890.0;2008;185.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Fiat Palio 1.4 Elx Flex 5p;24900.0;2010;165.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Volkswagen Gol 1.0 City 2p;14999.0;2004;244.000 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Fiat Uno Mille;18900.0;2010;152.000 Km;Osasco ; São Paulo;Fiat
Chevrolet Celta 1.0 Spirit Flex Power 5p;22900.0;2009;115.496 Km;Osasco ; São Paulo;Chevrolet
Ford Ka 1.0 3p;8800.0;1999;330.000 Km;Osasco ; São Paulo;Ford
Chevrolet Celta 1.0 Super Flex Power 5p;21780.0;2009;263.535 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Fiat Idea 1.4 Elx Flex 5p;23900.0;2009;150.544 Km;São Paulo Zona Sul ; São Paulo;Fiat
Peugeot 207 1.6 16v Xs Flex Aut. 5p;19900.0;2010;92.000 Km;São Paulo Zona Norte ; São Paulo;Peugeot
Volkswagen Gol 1.0 Vht Total Flex 5p;20900.0;2009;190.000 Km;São Paulo Zona Sul ; São Paulo;Volkswagen
Volkswagen Gol 1.0 Special 3p;11900.0;2000;190.000 Km;Taboão da Serra ; São Paulo;Volkswagen
Chevrolet Classic 1.0 Ls Flex Power 4p;22900.0;2012;145.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Renault Logan 1.0 16v Authentique Hi-flex 4p;19890.0;2010;193.000 Km;São Paulo Zona Leste ; São Paulo;Renault
Ford Fiesta 1.0 Flex 5p;22000.0;2013;95.000 Km;São Paulo Zona Norte ; São Paulo;Ford
Chevrolet Celta 1.0 Life Flex Power 3p;15900.0;2007;215.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Ford Ka Ka 1.0 Mpi 8v Flex 2p Manual;17990.0;2009;85.000 Km;Carapicuíba ; São Paulo;Ford
Fiat Palio 1.0 Fire Economy Flex 3p;20900.0;2010;120.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Ford Fiesta Fiesta 1.0 8v Flex/class 1.0 8v Flex 5p;20090.0;2007;149.000 Km;São Paulo Zona Leste ; São Paulo;Ford
Fiat Mille 1.0 Fire Economy Flex 3p;20900.0;2012;129.244 Km;São Paulo Zona Norte ; São Paulo;Fiat
Fiat Siena 1.0 Mpi El 8v Flex 4p Manual;24900.0;2010;151.016 Km;São Paulo Zona Leste ; São Paulo;Fiat
Volkswagen Gol 1.0 Total Flex 3p;24900.0;2013;138.500 Km;Guarulhos ; São Paulo;Volkswagen
Fiat Palio 1.0 Fire Flex 5p;23990.0;2008;174.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Chevrolet Kadett 1.8 Gl 3p;8900.0;1993;888.888 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Volkswagen Gol 1.0 16v Plus 5p;11990.0;2001;226.000 Km;Campinas ; São Paulo;Volkswagen
Chery Qq 1.1 16v 5p;22990.0;2012;95.000 Km;Guarulhos ; São Paulo;Chery
Volkswagen Polo 1.6 Mi 8v Gasolina 4p Manual;24900.0;2003;167.254 Km;Santo André ; São Paulo;Volkswagen
Fiat Palio 1.0 Fire Celebration Flex 5p;22900.0;2008;96.000 Km;São Paulo Zona Oeste ; São Paulo;Fiat
Renault Scenic 1.6 16v Rt 5p;11500.0;2003;149.000 Km;Santo André ; São Paulo;Renault
Chery Chery Qq 1.1 16v 5p;24300.0;2014;82.000 Km;São Paulo Zona Sul ; São Paulo;Chery
Chevrolet Agile 1.4 Lt 5p;23000.0;2011;206.000 Km;Barueri ; São Paulo;Chevrolet
Volkswagen Fox 1.0 City Total Flex 5p;21900.0;2007;200.000 Km;Guarulhos ; São Paulo;Volkswagen
Chevrolet Celta 1.0 Life Flex Power 5p;15500.0;2007;220.849 Km;Guarulhos ; São Paulo;Chevrolet
Ford Ka 1.0 Gl 3p;11900.0;2004;163.000 Km;São Paulo Zona Norte ; São Paulo;Ford
Fiat Uno 1.0 Smart 5p Gasolina;7500.0;2001;200.000 Km;Itapecerica da Serra ; São Paulo;Fiat
Renault Clio 1.0 Campus 16v Flex 2p Manual;21890.0;2011;87.000 Km;São Paulo Zona Leste ; São Paulo;Renault
Ford Ka 1.0 3p;9000.0;1998;55.000 Km;Guarulhos ; São Paulo;Ford
